sample_conditions,mineral,cycle,triplicate,experiment_code,retention_time,assignments,carbon_chain_length,compound_number,normalized_intensity
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,1,b,MIN004,14.508666666666649,beta-hydroxymethyl-aldotetrose,5,20,0.0132741259513076
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,1,b,MIN004,14.58066666666665,Aldopentose 3,5,14,0.0057697143668657
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,1,b,MIN004,14.665333333333349,Aldopentose 4,5,15,0.0397413790831621
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,1,b,MIN004,14.726666666666649,Ketopentose 1,5,16,0.0351783684290985
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,1,b,MIN004,14.80166666666665,Ketopentose 2,5,17,0.0225072110920219
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,1,b,MIN004,15.80766666666665,Unknown_5,unknown,0,0.0082845268935727
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,1,b,MIN004,17.119666666666653,alpha-hydroxymethyl-aldopentose 1,6,25,0.2324316325233183
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,1,b,MIN004,17.335333333333352,"(alpha,beta)-bis-hydroxymethyl-aldotetrose",6,21,0.3433078543414518
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,1,b,MIN004,17.590333333333348,alpha-hydroxymethyl-3-Ketopentose,6,24,0.0087967876061583
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,1,b,MIN004,17.764000000000053,3-Ketohexose 1,6,22,0.0326889040353675
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,1,b,MIN004,17.88533333333335,3-Ketohexose 2,6,23,0.0579733726122398
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,1,b,MIN004,19.72000000000005,Ketoheptose,7,29,0.0070390607143603
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,2,b,MIN004,5.952,Glyceraldehyde,3,4,0.0472904042039504
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,2,b,MIN004,9.966,Aldotrionic acid,3,5,0.0119217535360792
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,2,b,MIN004,11.16666666666668,Threitol,4,11,0.0109986269066595
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,2,b,MIN004,11.23699999999998,Unknown_2,unknown,0,0.2142302740811975
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,2,b,MIN004,11.78333333333338,Erythrose,4,8,0.2185214936840438
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,2,b,MIN004,11.89299999999998,Threose,4,7,0.0479431570042249
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,2,b,MIN004,11.98033333333338,Erythrulose,4,6,0.6505102365400264
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,2,b,MIN004,12.08166666666668,Erythritol,4,10,0.0178956528238113
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,2,b,MIN004,13.58633333333338,Unknown_3,unknown,0,0.0454152262611409
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,2,b,MIN004,14.20833333333338,Aldopentose 1,5,12,0.0344515793771413
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,2,b,MIN004,14.42366666666668,alpha-hydroxymethyl-aldotetrose,5,19,0.0760171775304436
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,2,b,MIN004,14.50733333333338,beta-hydroxymethyl-aldotetrose,5,20,0.0593235378008163
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,2,b,MIN004,14.57766666666668,Aldopentose 3,5,14,0.0076813671021221
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,2,b,MIN004,14.66233333333338,Aldopentose 4,5,15,0.0615771210961494
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,2,b,MIN004,14.72999999999998,Ketopentose 1,5,16,0.1166722318200656
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,2,b,MIN004,14.79899999999998,Ketopentose 2,5,17,0.1042219221914459
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,2,b,MIN004,15.80899999999998,Unknown_5,unknown,0,0.0067233111067437
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,2,b,MIN004,17.118333333333382,alpha-hydroxymethyl-aldopentose 1,6,25,0.3422847358840432
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,2,b,MIN004,17.33499999999998,"(alpha,beta)-bis-hydroxymethyl-aldotetrose",6,21,0.4872698123295902
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,2,b,MIN004,17.589999999999982,alpha-hydroxymethyl-3-Ketopentose,6,24,0.0270506019394416
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,2,b,MIN004,17.75899999999998,3-Ketohexose 1,6,22,0.0289101103100748
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,2,b,MIN004,17.88133333333338,3-Ketohexose 2,6,23,0.0511657536868988
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,2,b,MIN004,19.719999999999978,Ketoheptose,7,29,0.0326269231830419
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,3,b,MIN004,5.955,Glyceraldehyde,3,4,0.0983003682250963
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,3,b,MIN004,9.969,Aldotrionic acid,3,5,0.0339736917837774
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,3,b,MIN004,11.17866666666671,Threitol,4,11,0.0232816673007956
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,3,b,MIN004,11.24066666666671,Unknown_2,unknown,0,0.4988890788948105
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,3,b,MIN004,11.53966666666671,alpha-hydroxymethyl-aldotriose,4,9,1.173981785316866
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,3,b,MIN004,11.78600000000001,Erythrose,4,8,0.2621071850556907
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,3,b,MIN004,11.89633333333331,Threose,4,7,0.0828889546680466
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,3,b,MIN004,11.98500000000001,Erythrulose,4,6,1.0893194498213787
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,3,b,MIN004,12.08066666666671,Erythritol,4,10,0.0212569866824858
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,3,b,MIN004,13.58866666666671,Unknown_3,unknown,0,0.1064170618726157
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,3,b,MIN004,14.21100000000001,Aldopentose 1,5,12,0.050201666667433
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,3,b,MIN004,14.42766666666671,alpha-hydroxymethyl-aldotetrose,5,19,0.1739637501191352
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,3,b,MIN004,14.51233333333331,beta-hydroxymethyl-aldotetrose,5,20,0.1668249931701926
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,3,b,MIN004,14.57900000000001,Aldopentose 3,5,14,0.0121942157339335
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,3,b,MIN004,14.66300000000001,Aldopentose 4,5,15,0.0515232261808465
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,3,b,MIN004,14.73400000000001,Ketopentose 1,5,16,0.2038605803624952
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,3,b,MIN004,14.80233333333331,Ketopentose 2,5,17,0.2728085505276892
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,3,b,MIN004,15.80766666666671,Unknown_5,unknown,0,0.0180691061643215
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,3,b,MIN004,17.121666666666712,alpha-hydroxymethyl-aldopentose 1,6,25,0.669883652356564
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,3,b,MIN004,17.34000000000001,"(alpha,beta)-bis-hydroxymethyl-aldotetrose",6,21,0.9372153258914988
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,3,b,MIN004,17.59300000000001,alpha-hydroxymethyl-3-Ketopentose,6,24,0.0642560618562588
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,3,b,MIN004,17.754333333333307,3-Ketohexose 1,6,22,0.0282456772047106
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,3,b,MIN004,17.883666666666713,3-Ketohexose 2,6,23,0.0587758209547513
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,3,b,MIN004,19.723333333333308,Ketoheptose,7,29,0.0854704539192696
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,1,c,MIN004,5.95466666666667,Glyceraldehyde,3,4,0.0489310389783383
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,1,c,MIN004,11.16499999999998,Threitol,4,11,0.0095242310836587
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,1,c,MIN004,11.23999999999998,Unknown_2,unknown,0,0.3725021210132213
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,1,c,MIN004,11.53699999999998,alpha-hydroxymethyl-aldotriose,4,9,0.0711811935385424
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,1,c,MIN004,11.78599999999998,Erythrose,4,8,0.0943149308049169
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,1,c,MIN004,11.89766666666668,Threose,4,7,0.0238131189234271
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,1,c,MIN004,11.98299999999998,Erythrulose,4,6,0.3011768531176838
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,1,c,MIN004,12.08333333333338,Erythritol,4,10,0.0107253080455901
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,1,c,MIN004,13.59033333333338,Unknown_3,unknown,0,0.0816627981505163
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,1,c,MIN004,14.20933333333338,Aldopentose 1,5,12,0.0167040364357658
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,1,c,MIN004,14.42533333333338,alpha-hydroxymethyl-aldotetrose,5,19,0.0196556045348269
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,1,c,MIN004,14.50933333333338,beta-hydroxymethyl-aldotetrose,5,20,0.0168640280940417
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,1,c,MIN004,14.57699999999998,Aldopentose 3,5,14,0.007054051472987
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,1,c,MIN004,14.66433333333338,Aldopentose 4,5,15,0.0465359302815381
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,1,c,MIN004,14.72566666666668,Ketopentose 1,5,16,0.0424070375635187
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,1,c,MIN004,14.80033333333338,Ketopentose 2,5,17,0.0315257548303962
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,1,c,MIN004,15.80799999999998,Unknown_5,unknown,0,0.0125509956382166
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,1,c,MIN004,17.11766666666668,alpha-hydroxymethyl-aldopentose 1,6,25,0.2355087316377365
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,1,c,MIN004,17.33533333333338,"(alpha,beta)-bis-hydroxymethyl-aldotetrose",6,21,0.3288339657640843
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,1,c,MIN004,17.591666666666683,alpha-hydroxymethyl-3-Ketopentose,6,24,0.0092262783437073
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,1,c,MIN004,17.76233333333338,3-Ketohexose 1,6,22,0.0307799797657302
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,1,c,MIN004,17.88299999999998,3-Ketohexose 2,6,23,0.0593317757332531
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,1,c,MIN004,19.72166666666668,Ketoheptose,7,29,0.0090827717850008
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,2,c,MIN004,5.95466666666667,Glyceraldehyde,3,4,0.0432877046213787
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,2,c,MIN004,9.97133333333333,Aldotrionic acid,3,5,0.0153582262436671
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,2,c,MIN004,11.17133333333331,Threitol,4,11,0.0128332864596657
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,2,c,MIN004,11.24100000000001,Unknown_2,unknown,0,0.262876592670472
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,2,c,MIN004,11.538666666666709,alpha-hydroxymethyl-aldotriose,4,9,0.2779818603394824
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,2,c,MIN004,11.78633333333331,Erythrose,4,8,0.2227098821732428
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,2,c,MIN004,11.89666666666671,Threose,4,7,0.047434329737205
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,2,c,MIN004,11.984333333333309,Erythrulose,4,6,0.5653928250869743
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,2,c,MIN004,12.082666666666707,Erythritol,4,10,0.0169836848783563
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,2,c,MIN004,13.590333333333309,Unknown_3,unknown,0,0.0545444609099905
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,2,c,MIN004,14.212333333333309,Aldopentose 1,5,12,0.0369543301192249
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Montmorillonite,2,c,MIN004,14.42733333333331,alpha-hydroxymethyl-aldotetrose,5,19,0.0794941707553842
